order_id,customer_id,product_id,quantity,price,order_date
2334,5,40,3,35.6,6/21/2022
6228,8,13,7,36.52,3/8/2023
7784,9,44,4,46.56,4/22/2023
6588,5,26,1,15.87,10/23/2022
5910,8,32,10,77,10/5/2022
3983,3,11,4,85.04,11/25/2022
9464,10,15,6,45.41,3/25/2023
8272,9,11,1,71.7,9/10/2022
3569,5,47,9,19.35,5/25/2023
2997,7,49,1,39.54,8/9/2022
4237,8,10,5,47.66,10/19/2022
4010,7,40,1,30.73,4/22/2023
3760,4,30,4,84.08,3/9/2023
1098,9,46,2,26.31,7/11/2022
4018,1,20,4,36.85,6/18/2022
5427,7,17,10,23.25,11/5/2022
4837,10,11,9,74.71,1/14/2023
5200,5,50,6,82.12,2/28/2023
4388,10,32,6,76.36,7/23/2022
9042,9,5,3,95.74,9/16/2022
9685,9,40,10,99.72,2/19/2023
3188,10,24,7,20.37,9/20/2022
8712,2,50,3,76.8,7/22/2022
4898,3,9,7,15.84,6/28/2022
8716,3,11,2,51.09,11/16/2022
9863,9,17,8,67.2,11/24/2022
9728,3,9,8,61.04,12/16/2022
3810,9,6,1,80.49,7/16/2022
1589,5,10,1,96.94,1/5/2023
1558,9,20,2,10.85,12/21/2022
3228,8,25,4,81.38,9/20/2022
2363,3,30,5,20.69,4/28/2023
8078,6,34,3,56.94,2/23/2023
3720,10,48,7,84.4,6/18/2022
2060,3,31,9,13.09,9/1/2022
1993,3,19,4,59.11,12/3/2022
2114,7,11,3,97.24,8/15/2022
8337,9,27,8,41.83,11/4/2022
7231,1,38,7,95.54,5/31/2023
2741,4,11,7,71.26,10/23/2022
9362,4,38,7,18.92,4/1/2023
1131,5,28,10,87.52,7/2/2022
7106,10,12,5,87.79,11/23/2022
7370,8,23,3,31.98,11/1/2022
8994,1,41,2,94.41,7/13/2022
7396,4,36,4,11.7,5/8/2023
5994,8,26,1,25.63,7/17/2022
9841,10,23,5,35.88,11/29/2022
6998,5,23,4,84.19,2/15/2023
9481,9,8,10,97.99,6/4/2022
2278,4,10,4,68.22,5/6/2023
3195,7,4,10,21.62,7/28/2022
2467,8,3,2,40.79,3/16/2023
1664,10,29,8,30.38,2/13/2023
3438,2,37,7,37.78,9/10/2022
6495,2,29,5,81.89,2/26/2023
2870,2,1,6,53.66,2/6/2023
7029,9,29,3,68.48,10/28/2022
6946,5,47,9,53.75,2/11/2023
4032,10,1,2,18.63,5/24/2023
4769,8,20,10,99.15,4/1/2023
9065,8,1,2,29.32,2/15/2023
8121,3,19,8,79.58,12/13/2022
1509,8,29,9,61.11,10/18/2022
2036,4,42,9,32.51,3/23/2023
2254,2,37,7,72.7,9/19/2022
4683,5,33,7,58.24,12/7/2022
7902,6,44,10,55.25,4/13/2023
4918,4,20,7,76.76,6/12/2022
2739,8,18,5,63.47,9/17/2022
4003,9,11,9,90.44,4/6/2023
9071,2,36,9,33.97,4/11/2023
3361,1,26,8,82.75,5/4/2023
9844,3,22,4,91.52,3/28/2023
9983,9,8,9,98.42,10/21/2022
6648,6,47,4,41.7,11/5/2022
2011,8,22,3,49.88,5/26/2023
6270,10,36,5,96.07,11/6/2022
5099,3,11,2,14.38,10/9/2022
3578,1,10,3,73.61,4/24/2023
7968,5,47,1,21.08,2/25/2023
6437,3,45,7,36.37,12/21/2022
4739,3,21,6,25.78,1/29/2023
7506,5,22,2,61.08,4/23/2023
8312,2,27,9,36.15,8/24/2022
8304,10,24,5,48.25,6/6/2022
2335,5,34,10,54.98,1/11/2023
3585,2,20,5,30.16,5/25/2023
8051,8,20,9,57.28,2/17/2023
5045,1,25,2,14.48,6/12/2022
1747,6,10,9,34.54,6/23/2022
1849,4,39,10,92.11,3/26/2023
3553,1,4,7,94.45,10/28/2022
6475,9,25,2,12.59,9/4/2022
7232,6,31,1,47.4,3/24/2023
2266,10,43,5,39.12,6/30/2022
1257,10,21,4,83.76,2/9/2023
5720,2,36,6,35.57,9/20/2022
4897,9,49,2,85.9,10/5/2022
7446,10,29,3,36.79,7/25/2022
9237,10,21,4,97.81,8/17/2022
8344,4,12,8,75.35,9/30/2022
3317,3,32,1,63.8,6/1/2023
7894,1,49,8,89.78,1/14/2023
8282,6,25,2,34.14,3/14/2023
9720,1,32,3,18.8,12/27/2022
9881,7,41,7,81.27,2/25/2023
9003,2,26,2,68.11,6/28/2022
4847,9,33,3,72.79,8/30/2022
8947,7,7,2,11.97,12/30/2022
6906,2,37,7,47.08,4/9/2023
1940,9,13,10,76.01,1/29/2023
5870,5,41,8,29.89,1/24/2023
3898,3,26,3,34.53,7/9/2022
1357,6,18,10,44.32,3/16/2023
7427,4,1,8,29.36,12/25/2022
1942,7,20,5,85.26,8/22/2022
7968,2,43,4,96.65,4/22/2023
8884,1,5,7,61.65,9/19/2022
7191,10,24,9,35.04,5/22/2023
4811,4,1,1,38.15,1/25/2023
6105,5,47,2,44.45,3/7/2023
7430,3,31,5,39.05,1/7/2023
8137,7,21,5,46.17,3/20/2023
5425,9,17,8,86.03,10/29/2022
5862,5,14,2,29.35,12/12/2022
2975,9,39,3,57.33,9/4/2022
9204,4,39,2,82.44,4/21/2023
8426,5,35,6,33.38,5/18/2023
7587,8,34,2,28.72,10/10/2022
2422,6,9,6,15.26,8/4/2022
4245,1,23,7,66.64,3/16/2023
7154,10,15,6,85.65,5/11/2023
5332,8,20,1,31.5,5/31/2023
6104,10,49,4,23.96,11/10/2022
1804,7,40,9,80.34,10/8/2022
8879,5,23,3,14.41,11/13/2022
3898,4,7,6,14.74,6/3/2022
5405,10,20,5,53.29,3/22/2023
8221,1,2,4,83.49,1/15/2023
7538,6,18,7,34.05,2/18/2023
9219,7,45,4,13.08,9/23/2022
8886,6,48,9,43.14,2/19/2023
1338,6,49,5,39.71,12/26/2022
2626,6,12,9,51.36,3/11/2023
9387,2,46,4,39.21,11/17/2022
7123,2,12,4,72.37,12/18/2022
3695,2,50,3,32.78,11/29/2022
1495,4,48,9,43.19,9/21/2022
7928,6,47,7,19.11,6/14/2022
4234,10,14,10,71.44,4/1/2023
7139,10,12,3,18,8/16/2022
3495,9,36,10,48.31,12/26/2022
7346,6,34,1,56.78,1/26/2023
3214,5,34,8,17.92,4/3/2023
5912,4,12,6,26.95,10/21/2022
6321,4,36,8,74.19,8/16/2022
2657,4,48,9,60.19,8/17/2022
5334,9,34,1,97.86,1/26/2023
5220,1,48,7,49.9,11/19/2022
9525,7,31,4,52.6,8/28/2022
3700,9,39,2,37.33,1/13/2023
5952,9,36,4,11.77,12/1/2022
2794,6,8,6,36.03,2/27/2023
1439,6,17,5,26.48,7/19/2022
9486,6,14,9,67.52,9/5/2022
8386,9,10,10,16.27,4/8/2023
3111,4,24,6,84.74,5/28/2023
3692,1,6,3,21.88,10/16/2022
5215,5,10,5,64.85,6/20/2022
3602,5,26,10,50.25,12/8/2022
1012,9,6,6,29.16,7/28/2022
5518,6,21,6,84.06,12/18/2022
2973,3,45,1,51.48,10/6/2022
2859,3,36,7,98.95,2/20/2023
3959,3,7,5,94.52,4/25/2023
2879,4,15,3,60.53,5/12/2023
2991,6,25,7,71.18,1/22/2023
9992,7,42,2,95.94,9/16/2022
8063,3,19,5,69,6/30/2022
6576,1,12,10,41.01,4/26/2023
3738,5,21,3,44.33,2/21/2023
3439,10,27,7,15.31,8/12/2022
3073,2,28,7,33.16,8/21/2022
2718,10,13,6,49.55,2/6/2023
6518,5,10,3,84.88,11/21/2022
7341,10,28,8,88.8,6/17/2022
6003,10,43,5,49.27,7/12/2022
9779,2,12,7,63.21,5/8/2023
2669,1,38,4,32.73,3/6/2023
8378,7,24,8,72.65,12/7/2022
5738,10,46,4,50.34,12/27/2022
5857,8,4,5,53.81,3/13/2023
4495,3,27,10,13.88,5/29/2023
9363,4,17,9,46.37,8/4/2022
9728,7,45,1,14.47,8/3/2022
6249,3,17,5,24.56,9/1/2022
3525,9,30,1,72.61,5/12/2023
2867,2,22,4,76.39,2/28/2023
1855,3,13,4,22.39,9/7/2022
5062,10,35,7,58.42,6/17/2022
3654,8,40,5,93.4,4/16/2023
6837,3,15,4,80.06,9/12/2022
1790,5,30,3,71.28,9/28/2022
1976,1,27,3,86.04,4/14/2023
2857,8,46,4,19.93,10/27/2022
4705,7,23,3,21.73,4/4/2023
9307,2,3,10,81.04,12/1/2022
7972,7,30,10,83.7,7/24/2022
1492,3,1,2,92.75,11/29/2022
6858,6,32,5,73.85,10/10/2022
1127,7,12,7,25.34,4/25/2023
6320,10,43,8,44.96,6/10/2022
9528,4,16,7,25.12,12/12/2022
3139,5,1,6,37.99,3/27/2023
8118,2,36,8,98.15,12/28/2022
6314,7,34,10,81.36,10/11/2022
7004,5,1,8,12.96,8/29/2022
1651,8,18,7,95.79,1/30/2023
1493,10,16,4,29.64,6/26/2022
8805,1,45,8,61.76,9/12/2022
5313,7,11,6,38.73,4/17/2023
8012,4,26,5,31.83,6/22/2022
4273,4,35,10,69.5,12/18/2022
4970,10,14,10,75.2,1/16/2023
7118,5,25,1,76.14,12/6/2022
5307,5,3,7,51.98,9/1/2022
8310,5,37,10,79.35,2/7/2023
6643,6,34,5,16.68,2/22/2023
3405,2,30,5,87.77,9/5/2022
5967,2,42,3,73.77,12/18/2022
7567,10,35,8,79.39,8/11/2022
4272,6,49,10,39.29,4/13/2023
3130,3,43,7,85.9,4/21/2023
2188,3,3,6,87.32,4/22/2023
5147,8,10,10,67.05,7/8/2022
1285,7,27,10,76.87,6/8/2022
5778,4,40,3,22.61,1/1/2023
5894,6,21,7,89.17,8/9/2022
9721,9,27,7,59.21,7/28/2022
3888,2,8,3,11.49,6/13/2022
1084,10,17,6,32.93,6/4/2022
5389,6,8,4,92.49,8/11/2022
1010,2,1,6,31.79,1/18/2023
2734,2,17,8,77.01,9/12/2022
9586,2,26,3,66.24,12/30/2022
9726,2,13,7,22.88,4/29/2023
5463,3,10,1,33.89,10/27/2022
9365,2,40,2,72.42,5/12/2023
5481,1,9,1,94.97,2/6/2023
4331,7,49,2,70.39,5/9/2023
8077,2,20,8,58.43,6/29/2022
3472,10,24,10,53.63,9/6/2022
5566,1,23,3,83.81,1/21/2023
9980,8,41,2,47,5/18/2023
9520,10,37,8,44.14,7/28/2022
1896,5,42,4,40.66,12/12/2022
8163,4,46,6,43.49,10/12/2022
6589,1,4,7,85.52,10/17/2022
9871,9,26,4,53.45,11/28/2022
9450,10,34,7,27.41,3/30/2023
9652,10,24,10,72.25,6/29/2022
8507,1,35,4,35.8,3/26/2023
7350,8,17,1,34.59,12/13/2022
7760,8,38,6,15.15,6/29/2022
4226,3,47,6,44.61,12/4/2022
8261,10,36,5,92.04,3/24/2023
7622,8,45,3,50.85,7/25/2022
5476,5,40,4,37.82,10/16/2022
2032,10,10,1,71.2,4/11/2023
8154,5,18,7,61.47,2/23/2023
9415,4,26,5,57.87,8/17/2022
2190,5,5,1,89.76,6/1/2022
5226,9,23,6,70.42,10/12/2022
3319,10,31,4,80.46,8/11/2022
5728,5,25,6,70.41,11/15/2022
5977,3,19,6,18.67,11/15/2022
6386,5,11,4,64.17,4/28/2023
9213,8,2,9,45,10/4/2022
9495,5,40,1,50.55,12/27/2022
5700,8,37,1,91.96,12/4/2022
1722,7,16,5,68.76,7/28/2022
1977,10,12,9,40.19,12/27/2022
5476,9,23,7,69.2,8/12/2022
3847,2,29,5,52.7,1/22/2023
3524,5,48,1,60.63,10/28/2022
1744,7,50,1,20.19,1/31/2023
3026,7,26,6,33.45,12/17/2022
6225,6,15,1,98.59,7/22/2022
9762,1,47,8,17.26,1/12/2023
9635,9,19,3,21.13,10/17/2022
6104,2,22,9,41.87,4/23/2023
2684,5,41,3,20.41,9/19/2022
6350,3,44,8,24.2,1/28/2023
9420,2,1,4,11.07,8/8/2022
8171,9,42,3,45.86,3/20/2023
1776,6,1,5,92.7,7/23/2022
7801,4,22,10,83.85,4/9/2023
9054,7,22,7,72.44,7/14/2022
6824,6,15,5,85.66,10/19/2022
9557,5,14,7,67.62,4/15/2023
2045,5,17,4,81.85,11/1/2022
1625,6,19,7,44.66,6/27/2022
2335,6,23,8,33.63,6/10/2022
5735,8,49,1,63.38,7/19/2022
9385,8,14,10,34.77,1/20/2023
7064,6,33,5,68.88,10/1/2022
1394,10,2,9,22.89,3/1/2023
4343,9,7,3,37.05,6/27/2022
1497,7,22,5,24.7,4/10/2023
2549,4,12,7,57.59,2/6/2023
2647,1,14,9,63.16,4/15/2023
6282,4,36,8,74.67,3/15/2023
2810,6,24,10,91.91,2/14/2023
9256,2,38,9,70.36,10/30/2022
3474,7,45,5,70.26,5/16/2023
1336,4,32,4,50.06,8/13/2022
2472,10,13,10,42.2,6/11/2022
4241,1,8,5,60.46,9/3/2022
6859,9,18,10,88.46,2/11/2023
8182,2,6,9,60.87,2/3/2023
2299,6,44,4,31.51,10/26/2022
6309,7,38,2,43.18,1/28/2023
7181,6,1,3,20.48,2/11/2023
9085,5,15,1,66.31,10/15/2022
3121,8,33,8,25.55,4/23/2023
1468,9,38,3,73.84,9/18/2022
1762,6,3,7,81.1,12/3/2022
8851,7,41,10,51.06,10/20/2022
8702,2,27,2,74.89,3/23/2023
3002,9,30,4,58.72,2/7/2023
6160,6,4,5,37.72,3/5/2023
1678,7,39,5,22.56,5/18/2023
2067,5,20,9,94.1,11/24/2022
2219,4,45,7,58.15,12/23/2022
9864,2,25,5,93.53,7/24/2022
2174,3,25,10,12.47,7/19/2022
6632,8,18,2,65.82,5/9/2023
4993,9,36,1,29.99,9/6/2022
7900,3,4,10,55.3,5/17/2023
9428,8,27,8,32.24,12/13/2022
2114,3,20,10,22.08,2/15/2023
6947,7,20,3,65,6/18/2022
6096,5,31,7,63.27,8/21/2022
7507,10,27,10,94.11,12/4/2022
7946,2,35,7,51.54,7/3/2022
2281,4,29,7,40.27,11/17/2022
9458,10,29,9,71.42,10/17/2022
8982,10,1,9,92.83,2/5/2023
3226,7,50,8,51.46,11/3/2022
9631,4,5,9,76.17,6/13/2022
7709,7,43,10,30.62,4/23/2023
9050,10,11,3,55.17,7/2/2022
2986,9,41,2,65.44,1/21/2023
6275,4,39,4,97.74,1/27/2023
2666,1,37,7,98.08,6/28/2022
7928,2,29,6,40.15,5/10/2023
1009,3,46,8,49.49,11/4/2022
6907,7,30,8,82.51,1/12/2023
6576,10,29,3,48.4,3/21/2023
3324,3,15,9,50.75,2/17/2023
9885,9,6,10,22.22,1/1/2023
7422,1,50,1,27.68,4/15/2023
5940,1,25,10,33.56,8/11/2022
7829,9,8,3,27.25,6/9/2022
8651,8,42,5,69.69,12/17/2022
8902,6,47,7,76.91,3/27/2023
7530,3,44,6,67.68,3/24/2023
3428,3,22,3,31.99,3/24/2023
7023,10,16,8,91.87,10/5/2022
7515,10,19,5,72.73,6/1/2023
5855,9,10,5,46.24,4/30/2023
2651,1,17,8,91.21,6/4/2022
7923,3,10,9,95.08,12/19/2022
1870,7,48,2,22.96,1/16/2023
4075,5,19,4,71.17,3/20/2023
8502,2,22,10,60.85,7/8/2022
8170,10,27,2,39.99,11/8/2022
9893,3,20,10,71.51,9/29/2022
3413,6,37,2,55.42,9/2/2022
3764,7,3,10,16.06,5/16/2023
6458,6,15,10,96.48,10/3/2022
2993,4,46,8,11.6,12/31/2022
3994,5,48,6,63.09,2/7/2023
2873,8,45,1,27.91,6/3/2022
1973,5,27,9,71.51,6/18/2022
5800,5,9,3,14.62,12/1/2022
8266,9,49,7,27.98,9/25/2022
4339,5,12,10,83.4,4/21/2023
8307,9,22,1,27.06,9/11/2022
7201,3,21,9,19.08,9/13/2022
5979,7,47,5,87.53,8/4/2022
1067,7,20,1,93.58,2/24/2023
1013,5,30,8,47.12,12/16/2022
8792,3,45,4,63.25,7/25/2022
3036,9,23,2,17.67,11/23/2022
9394,9,12,8,90.85,7/1/2022
1030,5,2,5,91.05,9/27/2022
2673,1,43,2,24.17,2/4/2023
3805,5,13,8,12.43,1/4/2023
3013,6,16,1,98.99,12/16/2022
3620,4,19,7,63.61,11/23/2022
3567,1,15,8,26.5,3/3/2023
1549,5,14,9,71.57,9/3/2022
4585,6,24,3,95.86,9/7/2022
9611,8,41,1,28.45,10/1/2022
7349,8,21,4,35.97,12/27/2022
2508,2,38,6,29.28,8/29/2022
1967,8,16,3,42.74,1/24/2023
5225,6,28,4,69.92,3/4/2023
6396,2,8,9,45.01,6/4/2022
2681,10,24,3,48.75,6/8/2022
3777,4,13,7,62.31,9/2/2022
9362,10,24,4,57.38,8/29/2022
2872,6,26,10,47.37,1/28/2023
3940,4,25,1,66.67,8/25/2022
7170,3,30,2,19.61,4/13/2023
8975,1,26,3,13.34,10/11/2022
5199,5,41,8,72.3,12/24/2022
2840,9,44,7,42.07,3/26/2023
6071,3,44,5,30.02,4/24/2023
5348,2,11,2,25.1,12/7/2022
2337,1,16,7,71.87,10/24/2022
6504,10,43,6,31.56,1/16/2023
7316,3,13,4,82.5,4/9/2023
7450,9,28,4,30.98,5/16/2023
8597,1,50,7,97.34,2/8/2023
7738,7,42,6,83.22,5/15/2023
1696,5,5,4,34.65,8/23/2022
7831,4,36,1,91.24,5/10/2023
9070,3,1,4,70.36,1/23/2023
6383,10,18,5,42.77,12/23/2022
9795,3,11,3,82.7,12/27/2022
3862,5,50,9,16.12,10/14/2022
3294,7,9,7,61.37,12/13/2022
8794,2,9,4,38.7,6/5/2022
9969,7,29,6,59.17,10/19/2022
3649,6,32,4,15.14,9/19/2022
4285,2,24,5,91.56,10/25/2022
5965,9,44,3,17.48,5/28/2023
9620,8,8,5,15.53,1/26/2023
1124,2,20,1,71.7,9/4/2022
4337,7,19,6,53.86,8/5/2022
5612,9,47,6,83.14,9/23/2022
9505,8,44,6,60.59,1/13/2023
3141,8,32,9,75.7,5/15/2023
3513,8,17,2,88.4,1/1/2023
6224,5,28,1,67.03,10/11/2022
8371,10,31,4,44.49,5/11/2023
2133,7,2,2,25.02,3/14/2023
8146,8,41,4,26.31,9/23/2022
5425,1,10,2,67.07,6/1/2022
5438,10,26,9,90.85,11/5/2022
3326,4,47,3,43.85,2/4/2023
7785,5,33,7,49.97,9/11/2022
4162,6,13,7,57.12,6/17/2022
6903,2,36,5,45.92,9/28/2022
9470,4,31,1,33.41,12/19/2022
1314,3,45,9,94.62,5/17/2023
8241,8,4,6,88.53,4/20/2023
3193,9,30,3,66.24,3/5/2023
7427,2,29,7,59.08,5/26/2023
4989,3,25,4,22.09,1/20/2023
2667,10,5,9,57.11,10/23/2022
4635,8,2,2,73.86,2/8/2023
8477,4,5,6,15.85,5/12/2023
4660,9,36,4,39.71,5/13/2023
2204,2,46,7,96.92,9/10/2022
9298,4,25,7,46.75,6/7/2022
7151,4,2,7,50.46,4/20/2023
9330,8,27,10,62,3/3/2023
9573,4,37,9,53,1/9/2023
8265,5,36,6,92.18,1/13/2023
1007,2,35,1,59.94,5/2/2023
7981,5,15,5,75.46,7/19/2022
1935,10,15,5,43.04,8/7/2022
5138,9,35,10,71.36,6/12/2022
9233,1,8,7,43.5,4/15/2023
3015,10,3,5,52.37,4/25/2023
6294,6,44,2,96.64,1/10/2023
2142,4,38,9,18.17,12/10/2022
6516,8,23,9,66.24,11/8/2022
2036,2,23,8,97.38,4/20/2023
4406,9,19,1,80.71,2/8/2023
9856,10,6,1,22.46,10/30/2022
7238,4,20,2,48.15,10/12/2022
1421,9,11,7,48.72,4/21/2023
2159,7,38,5,29.48,9/28/2022
8404,7,25,9,41.94,7/9/2022
2744,10,24,1,24.73,11/17/2022
8816,5,11,7,35.2,10/28/2022
8376,6,23,7,63.02,5/13/2023
3322,9,29,10,57.24,9/28/2022
1127,5,7,2,76.68,9/18/2022
6110,10,47,6,44.57,8/6/2022
9294,8,20,4,54.82,10/5/2022
6602,2,48,10,77.4,12/25/2022
